Temperature,Humidity,Wind_Speed,Zone_1_Power_Consumption,Zone_2_Power_Consumption,Zone_3_Power_Consumption,Hour,Day_of_Week,Month,Is_Weekend,Is_Peak_Hour,Zone_1_lag_1,Zone_2_lag_1,Zone_3_lag_1,Zone_1_roll_mean_24h,Zone_2_roll_mean_24h,Zone_3_roll_mean_24h
16.73,77.2,4.914,33636.4557,20429.17933,16192.77108,15,0,1,0,0,33691.13924,20498.48024,16348.91566,30585.443037708334,18157.06686951389,17460.200802916668
16.63,77.3,4.918,33563.5443,20272.34043,16320.0,15,0,1,0,0,33636.4557,20429.17933,16192.77108,30611.13924027777,18181.53495458333,17459.07630486111
17.07,76.3,4.918,33399.49367,19929.48328,16366.26506,16,0,1,0,0,33563.5443,20272.34043,16320.0,30636.75105458333,18206.20567395833,17459.196786805558
17.32,71.0,4.917,33344.81013,19914.89362,16175.42169,16,0,1,0,0,33399.49367,19929.48328,16366.26506,30664.810126319444,18228.242148125,17458.393573958332
17.24,71.3,4.916,33192.91139,19779.93921,16048.19277,16,0,1,0,0,33344.81013,19914.89362,16175.42169,30694.05063263889,18252.583586875,17457.26907597222
17.2,74.6,4.914,33211.13924,19375.07599,16106.0241,16,0,1,0,0,33192.91139,19779.93921,16048.19277,30723.54430354167,18277.102330555557,17455.542168333333
16.7,77.8,4.91,33034.93671,19294.83283,16198.55422,16,0,1,0,0,33211.13924,19375.07599,16106.0241,30754.13502083333,18299.417426805558,17455.30120451389
16.68,76.7,4.912,33180.75949,19535.56231,16337.3494,16,0,1,0,0,33034.93671,19294.83283,16198.55422,30783.71307993056,18321.732523055554,17455.98393548611
16.8,74.7,4.916,32992.40506,19634.04255,16487.71084,17,0,1,0,0,33180.75949,19535.56231,16337.3494,30814.05063263889,18345.592705416664,17457.510039930556
16.75,75.8,4.915,33417.72152,20038.90578,16956.14458,17,0,1,0,0,32992.40506,19634.04255,16487.71084,30841.940927986117,18368.490375069447,17460.160642291667
16.84,75.7,4.912,33794.43038,20279.63526,17626.98795,17,0,1,0,0,33417.72152,20038.90578,16956.14458,30872.44725708333,18394.528875625,17463.77510013889
16.89,73.6,4.913,34693.67089,20487.53799,18760.48193,17,0,1,0,0,33794.43038,20279.63526,17626.98795,30902.489451180558,18419.452887777778,17467.349397291666
16.79,74.2,4.91,35714.43038,21293.61702,20784.57831,17,0,1,0,0,34693.67089,20487.53799,18760.48193,30932.32067486111,18441.21073986111,17471.967871180557
16.98,74.0,4.913,38205.56962,22975.07599,22831.80723,17,0,1,0,0,35714.43038,21293.61702,20784.57831,30961.13924027777,18463.04457979167,17477.469879166667
17.3,69.59,4.914,40684.55696,24674.77204,23976.86747,18,0,1,0,1,38205.56962,22975.07599,22831.80723,30989.28270020833,18485.410334652777,17478.594377152778
17.18,69.76,4.915,42756.4557,25572.03647,24838.55422,18,0,1,0,1,40684.55696,24674.77204,23976.86747,31015.02109680555,18507.700101666665,17476.50602375
16.69,78.0,4.912,43485.56962,25889.3617,25243.37349,18,0,1,0,1,42756.4557,25572.03647,24838.55422,31044.303797222223,18528.394123958333,17475.943774791667
16.31,78.3,4.915,43673.92405,25896.65653,25283.85542,18,0,1,0,1,43485.56962,25889.3617,25243.37349,31073.924050416663,18548.632219166662,17479.799196458334
16.57,75.9,4.915,43704.3038,25794.52888,25306.98795,18,0,1,0,1,43673.92405,25896.65653,25283.85542,31103.333333125003,18570.69402256944,17485.180722569447
16.56,75.8,4.912,43443.03797,25838.29787,25353.25301,18,0,1,0,1,43704.3038,25794.52888,25306.98795,31133.50210951389,18590.42553222222,17489.95983902778
16.62,74.6,4.912,43236.4557,25484.49848,25607.71084,19,0,1,0,1,43443.03797,25838.29787,25353.25301,31162.109704444443,18610.815603125,17494.37750972222
16.63,74.2,4.915,43218.22785,25652.27964,25630.84337,19,0,1,0,1,43236.4557,25484.49848,25607.71084,31188.0168775,18628.67274597222,17500.72289125
16.31,76.8,4.912,43388.35443,25619.45289,25723.37349,19,0,1,0,1,43218.22785,25652.27964,25630.84337,31213.333333194445,18647.94832861111,17506.74698763889
16.49,74.8,4.913,43084.55696,25652.27964,25532.53012,19,0,1,0,1,43388.35443,25619.45289,25723.37349,31241.05485215278,18668.211753125,17514.53815229167
16.31,77.2,4.913,42938.73418,25696.04863,25596.14458,19,0,1,0,1,43084.55696,25652.27964,25532.53012,31266.835442847223,18687.335360069443,17520.08032097222
16.07,78.6,4.914,42701.77215,25604.86322,25561.44578,19,0,1,0,1,42938.73418,25696.04863,25596.14458,31291.30801673611,18706.94022326389,17526.82730895833
16.1,78.7,4.91,42574.17722,25630.39514,25538.31325,20,0,1,0,1,42701.77215,25604.86322,25561.44578,31312.953586319447,18725.55724451389,17533.012047916665
16.34,76.1,4.913,42774.68354,25812.76596,25850.60241,20,0,1,0,1,42574.17722,25630.39514,25538.31325,31334.894514652777,18743.439716666664,17538.835341041664
16.51,75.6,4.915,43297.21519,25871.12462,25954.6988,20,0,1,0,1,42774.68354,25812.76596,25850.60241,31356.07594923611,18763.601824097223,17546.987951458334
16.53,74.8,4.913,43418.73418,25860.18237,26116.62651,20,0,1,0,1,43297.21519,25871.12462,25954.6988,31378.52320659722,18784.726444166667,17555.220883194444
16.21,78.6,4.915,43230.37975,25856.53495,26018.31325,20,0,1,0,1,43418.73418,25860.18237,26116.62651,31399.113923888886,18805.141844375,17566.546184444443
15.93,79.6,4.911,43236.4557,25958.66261,25775.42169,20,0,1,0,1,43230.37975,25856.53495,26018.31325,31419.45147666666,18824.392097638887,17577.55020048611
16.14,78.9,4.909,42853.67089,25685.10638,25515.18072,21,0,1,0,1,43236.4557,25958.66261,25775.42169,31440.970464027778,18841.717325555557,17585.30120451389
16.6,76.5,4.913,42726.07595,25634.04255,25463.13253,21,0,1,0,1,42853.67089,25685.10638,25515.18072,31458.649788958337,18854.43262444444,17587.99196756944
16.88,71.9,4.914,42197.46835,25601.21581,25359.03614,21,0,1,0,1,42726.07595,25634.04255,25463.13253,31472.86919826389,18865.78014215278,17588.554216597222
16.9,71.8,4.912,41395.44304,25243.769,25052.53012,21,0,1,0,1,42197.46835,25601.21581,25359.03614,31484.47257375,18875.506585972224,17589.357429444444
16.87,72.4,4.916,41036.96203,25251.06383,24977.3494,21,0,1,0,1,41395.44304,25243.769,25052.53012,31492.447257291667,18882.97872375,17589.51807201389
16.94,71.5,4.917,40824.3038,24973.86018,24798.07229,21,0,1,0,1,41036.96203,25251.06383,24977.3494,31498.94514763889,18890.881459305558,17590.361445555554
16.75,74.6,4.911,40210.63291,24587.23404,24693.9759,22,0,1,0,0,40824.3038,24973.86018,24798.07229,31503.459915555555,18896.27659604167,17589.759035902778
16.44,77.2,4.913,39572.65823,24437.68997,24410.60241,22,0,1,0,0,40210.63291,24587.23404,24693.9759,31506.793248888887,18901.77304993056,17589.919678472223
16.39,77.6,4.915,39202.02532,24127.65957,24167.71084,22,0,1,0,0,39572.65823,24437.68997,24410.60241,31509.493670833337,18907.117528125,17590.722891319445
16.86,73.8,4.912,38521.51899,23748.32827,23653.01205,22,0,1,0,0,39202.02532,24127.65957,24167.71084,31513.83966243056,18912.867274791668,17591.927710555556
17.05,70.9,4.915,37913.92405,23277.81155,23167.22892,22,0,1,0,0,38521.51899,23748.32827,23653.01205,31519.282700416665,18918.211753055555,17591.606425416667
17.09,70.8,4.914,37069.36709,22639.51368,22658.31325,22,0,1,0,0,37913.92405,23277.81155,23167.22892,31524.55696201389,18922.46707222222,17590.803212569444
17.07,70.9,4.909,35957.46835,22037.68997,22080.0,23,0,1,0,0,37069.36709,22639.51368,22658.31325,31528.059071736112,18925.937183680555,17589.397590069446
17.18,70.3,4.915,34772.65823,21377.5076,21351.3253,23,0,1,0,0,35957.46835,22037.68997,22080.0,31528.64978902778,18929.255319444444,17587.951806944446
17.22,69.33,4.912,33897.72152,20779.33131,20715.18072,23,0,1,0,0,34772.65823,21377.5076,21351.3253,31526.033755277786,18930.572442013887,17584.93975875
17.21,69.69,4.912,32889.11392,20184.80243,20212.04819,23,0,1,0,0,33897.72152,20779.33131,20715.18072,31524.64135020833,18932.370820972224,17582.208835069443
17.08,70.6,4.913,32263.29114,19889.3617,19870.84337,23,0,1,0,0,32889.11392,20184.80243,20212.04819,31522.44725736111,18931.003039791667,17578.99598361111
17.12,70.5,4.916,31376.20253,19203.64742,19396.62651,23,0,1,0,0,32263.29114,19889.3617,19870.84337,31522.658227847223,18932.852077291667,17578.072288819443
17.1,70.9,4.908,30270.37975,18579.93921,18644.81928,0,1,1,0,0,31376.20253,19203.64742,19396.62651,31524.00843881945,18932.95339444444,17577.991967569444
17.09,72.1,4.91,29638.48101,18237.08207,18361.44578,0,1,1,0,0,30270.37975,18579.93921,18644.81928,31522.44725743055,18932.294833125,17576.465863194448
16.87,73.7,4.916,29109.87342,17719.14894,17979.75904,0,1,1,0,0,29638.48101,18237.08207,18361.44578,31521.603375555555,18934.321175625,17577.269076041663
16.97,73.1,4.914,28368.60759,17277.81155,17465.06024,0,1,1,0,0,29109.87342,17719.14894,17979.75904,31522.362869236116,18935.05572479167,17578.594377291665
16.98,72.2,4.915,27360.0,16964.13374,17054.45783,0,1,1,0,0,28368.60759,17277.81155,17465.06024,31522.70042194445,18936.47416451389,17579.47791138889
16.99,72.5,4.916,26254.17722,16606.68693,16626.50602,0,1,1,0,0,27360.0,16964.13374,17054.45783,31520.548523194448,18939.74164173611,17579.799196527776
16.96,72.9,4.911,26023.29114,16190.88146,16337.3494,1,1,1,0,0,26254.17722,16606.68693,16626.50602,31515.52742618056,18943.18642388889,17578.79518041667
16.86,73.3,4.914,25859.24051,15767.78116,16146.50602,1,1,1,0,0,26023.29114,16190.88146,16337.3494,31515.232067569443,18947.49240159722,17577.269076041666
16.96,73.2,4.915,25385.31646,15636.47416,15944.09639,1,1,1,0,0,25859.24051,15767.78116,16146.50602,31518.481012708333,18952.304964930558,17576.827308958334
16.66,75.9,4.916,25069.36709,15162.31003,15683.85542,1,1,1,0,0,25385.31646,15636.47416,15944.09639,31521.054852430552,18957.092198958333,17576.827308958334
16.61,76.0,4.914,24874.93671,14961.70213,15602.89157,1,1,1,0,0,25069.36709,15162.31003,15683.85542,31524.43037986111,18960.10638333333,17576.224899305555
16.87,74.4,4.913,24218.73418,14779.33131,15325.3012,1,1,1,0,0,24874.93671,14961.70213,15602.89157,31529.029535972222,18964.89361736111,17576.586345138887
16.93,72.4,4.909,24085.06329,14465.6535,15325.3012,2,1,1,0,0,24218.73418,14779.33131,15325.3012,31530.54852333334,18968.46504597222,17576.506023819446
16.89,73.8,4.914,23811.64557,14378.1155,15122.89157,2,1,1,0,0,24085.06329,14465.6535,15325.3012,31533.88185666667,18972.087133125,17577.791164374998
16.69,74.3,4.916,23902.78481,14224.92401,14972.53012,2,1,1,0,0,23811.64557,14378.1155,15122.89157,31536.919831319447,18976.266464444445,17578.755019791664
16.65,75.1,4.912,23659.74684,14239.51368,14851.08434,2,1,1,0,0,23902.78481,14224.92401,14972.53012,31543.417721597227,18980.80040569445,17579.598393263892
16.83,72.2,4.911,23586.83544,13955.0152,14804.81928,2,1,1,0,0,23659.74684,14239.51368,14851.08434,31550.97046423612,18986.246201041668,17579.196786875
16.73,73.5,4.912,23355.94937,13882.06687,14822.16867,2,1,1,0,0,23586.83544,13955.0152,14804.81928,31557.890295416662,18990.62816659722,17579.47791138889
16.7,73.8,4.913,22961.01266,13747.11246,14799.03614,3,1,1,0,0,23355.94937,13882.06687,14822.16867,31562.95358659722,18994.326241597224,17579.959839097224
16.47,76.6,4.913,22711.89873,13539.20973,14613.9759,3,1,1,0,0,22961.01266,13747.11246,14799.03614,31567.08860770833,18997.74569444444,17581.244979652776
16.37,76.9,4.916,22517.46835,13681.45897,14307.46988,3,1,1,0,0,22711.89873,13539.20973,14613.9759,31570.04219416667,19000.35461034722,17581.485943472224
16.27,78.0,4.916,22371.64557,13597.56839,14191.80723,3,1,1,0,0,22517.46835,13681.45897,14307.46988,31572.44725743056,19003.191489791665,17580.200802916665
16.15,78.9,4.916,22189.36709,13517.32523,14191.80723,3,1,1,0,0,22371.64557,13597.56839,14191.80723,31574.641350277776,19006.38297916667,17578.353413333334
16.23,78.6,4.916,22201.51899,13644.9848,14151.3253,3,1,1,0,0,22189.36709,13517.32523,14191.80723,31575.99156125,19009.67578569445,17577.108433402776
16.26,78.4,4.914,22195.44304,13283.89058,14070.36145,4,1,1,0,0,22201.51899,13644.9848,14151.3253,31577.55274270834,19012.563323680555,17575.783132222223
16.09,79.8,4.916,21982.78481,13338.60182,14139.75904,4,1,1,0,0,22195.44304,13283.89058,14070.36145,31578.77637138889,19014.133739097226,17573.654618194443
16.14,79.4,4.914,22092.1519,13404.25532,14186.0241,4,1,1,0,0,21982.78481,13338.60182,14139.75904,31579.113924097222,19017.85714333333,17571.445782847222
16.26,77.9,4.912,22237.97468,13422.4924,14139.75904,4,1,1,0,0,22092.1519,13404.25532,14186.0241,31580.84388194444,19021.681864722224,17570.28112423611
15.97,78.5,4.914,22128.60759,13448.02432,14157.10843,4,1,1,0,0,22237.97468,13422.4924,14139.75904,31582.531645625,19025.126646875,17569.236947569443
16.07,77.6,4.914,22183.29114,13561.09422,14099.27711,4,1,1,0,0,22128.60759,13448.02432,14157.10843,31583.206751041664,19028.672746180557,17568.353413402776
16.25,76.8,4.911,22213.67089,13692.40122,14180.24096,5,1,1,0,0,22183.29114,13561.09422,14099.27711,31583.88185652778,19032.77608958333,17565.90361423611
16.23,76.8,4.915,22225.82278,13655.92705,14411.56627,5,1,1,0,0,22213.67089,13692.40122,14180.24096,31583.67088611111,19037.284701597226,17564.136545902777
16.19,76.9,4.913,22608.60759,13969.60486,14417.3494,5,1,1,0,0,22225.82278,13655.92705,14411.56627,31584.514767916666,19039.792300347224,17563.734939513888
16.08,76.9,4.914,22778.73418,14119.14894,14405.78313,5,1,1,0,0,22608.60759,13969.60486,14417.3494,31587.67932486111,19043.642350972223,17563.93574277778
16.22,76.3,4.912,22894.17722,14407.29483,14613.9759,5,1,1,0,0,22778.73418,14119.14894,14405.78313,31591.64556958333,19047.998987291667,17563.37349375
16.09,76.3,4.914,24255.18987,14844.9848,15157.59036,5,1,1,0,0,22894.17722,14407.29483,14613.9759,31594.345991527774,19052.684904166665,17562.208835069443
15.93,77.6,4.916,24473.92405,15067.4772,15093.9759,6,1,1,0,0,24255.18987,14844.9848,15157.59036,31598.818565347217,19055.395137152776,17561.60642541667
16.2,76.7,4.911,24893.16456,15107.59878,14984.09639,6,1,1,0,0,24473.92405,15067.4772,15093.9759,31602.320675069448,19057.649443125,17562.208835
16.25,72.9,4.911,25111.89873,14976.29179,14833.73494,6,1,1,0,0,24893.16456,15107.59878,14984.09639,31607.76371305556,19062.512665,17562.97188722222
16.17,72.6,4.911,24996.4557,15001.82371,14694.93976,6,1,1,0,0,25111.89873,14976.29179,14833.73494,31615.063291111117,19066.86930125,17563.333332986113
16.26,72.6,4.912,24716.96203,14553.19149,14596.62651,6,1,1,0,0,24996.4557,15001.82371,14694.93976,31622.531645555555,19071.25126680556,17563.93574263889
16.2,73.1,4.912,23890.63291,13889.3617,14029.87952,6,1,1,0,0,24716.96203,14553.19149,14596.62651,31631.13924055556,19074.46808548611,17565.220883194444
16.13,73.7,4.917,23027.8481,13652.27964,13220.24096,7,1,1,0,0,23890.63291,13889.3617,14029.87952,31638.227848125,19077.279635625,17565.863453472222
15.99,76.5,4.914,22432.40506,13601.21581,12225.54217,7,1,1,0,0,23027.8481,13652.27964,13220.24096,31646.91983125,19080.59777138889,17567.63052173611
15.46,80.2,4.917,22043.5443,13469.90881,11439.03614,7,1,1,0,0,22432.40506,13601.21581,12225.54217,31658.565400833337,19084.52380993056,17569.156626180556
14.89,82.8,4.922,22067.8481,13520.97264,11016.86747,7,1,1,0,0,22043.5443,13469.90881,11439.03614,31666.582278472222,19088.12056777778,17571.68674659722
14.53,82.6,4.923,22225.82278,13510.0304,10999.51807,7,1,1,0,0,22067.8481,13520.97264,11016.86747,31673.586497847224,19090.881459305558,17574.297188333338
14.54,80.8,4.924,22620.75949,13572.03647,10918.55422,7,1,1,0,0,22225.82278,13510.0304,10999.51807,31681.518987291667,19093.287740972224,17577.83132486111
14.78,79.8,4.922,23246.58228,14130.09119,11311.80723,8,1,1,0,0,22620.75949,13572.03647,10918.55422,31689.746835347225,19094.35157076389,17580.963855
14.8,76.1,4.918,23993.92405,14440.12158,11624.09639,8,1,1,0,0,23246.58228,14130.09119,11311.80723,31700.92826993056,19096.32725465278,17584.698794791668
14.74,73.1,4.916,24893.16456,14943.46505,11994.21687,8,1,1,0,0,23993.92405,14440.12158,11624.09639,31706.666666527777,19098.15096284722,17590.40160604167
14.67,71.4,4.917,25221.26582,15461.39818,11780.24096,8,1,1,0,0,24893.16456,14943.46505,11994.21687,31712.82700409722,19099.77203680556,17598.79518034722
14.73,71.6,4.911,25986.83544,15815.19757,11907.46988,8,1,1,0,0,25221.26582,15461.39818,11780.24096,31714.092826875003,19100.63323236111,17603.253011666664
15.07,67.62,4.912,26521.51899,16147.11246,12289.15663,8,1,1,0,0,25986.83544,15815.19757,11907.46988,31716.07594923611,19102.912867638886,17606.586345000003
15.39,60.78,4.917,27530.12658,16705.16717,12792.28916,9,1,1,0,0,26521.51899,16147.11246,12289.15663,31719.11392395833,19103.72340458333,17609.638553888886
15.61,58.21,4.917,28429.36709,17062.61398,13457.3494,9,1,1,0,0,27530.12658,16705.16717,12792.28916,31726.07594923611,19106.25633263889,17614.859437430554
15.87,57.68,4.92,28927.59494,17493.00912,13671.3253,9,1,1,0,0,28429.36709,17062.61398,13457.3494,31735.780590625,19108.941236388888,17619.999999722222
15.66,61.55,4.922,29273.92405,17927.05167,13972.04819,9,1,1,0,0,28927.59494,17493.00912,13671.3253,31746.49789020833,19110.638298194444,17624.25702784722
15.43,64.15,4.917,29753.92405,18164.13374,14174.45783,9,1,1,0,0,29273.92405,17927.05167,13972.04819,31755.400843819447,19114.260385347225,17628.95582298611
15.18,66.36,4.916,30124.55696,18550.75988,14642.89157,9,1,1,0,0,29753.92405,18164.13374,14174.45783,31761.561181388886,19117.75582611111,17631.967871180554
14.99,69.46,4.914,30798.98734,18951.97568,14799.03614,10,1,1,0,0,30124.55696,18550.75988,14642.89157,31763.586497847216,19120.61803486111,17637.22891541667
15.03,69.53,4.912,31473.41772,19065.04559,15070.84337,10,1,1,0,0,30798.98734,18951.97568,14799.03614,31766.244725694447,19124.392097638887,17641.20481902778
15.19,70.1,4.908,32038.48101,19294.83283,15307.95181,10,1,1,0,0,31473.41772,19065.04559,15070.84337,31768.987341736112,19128.318136111116,17643.614457569445
15.38,69.16,4.91,32324.05063,19623.1003,15539.27711,10,1,1,0,0,32038.48101,19294.83283,15307.95181,31771.772151875,19129.863222222222,17647.38955798611
15.47,68.49,4.914,32779.74684,20126.44377,15735.90361,10,1,1,0,0,32324.05063,19623.1003,15539.27711,31773.037974652776,19132.24417458333,17650.843373263888
15.38,69.19,4.914,33399.49367,19958.66261,15926.74699,10,1,1,0,0,32779.74684,20126.44377,15735.90361,31772.362869166667,19136.423505902774,17654.738955555556
15.41,67.99,4.913,33429.87342,20494.83283,16279.51807,11,1,1,0,0,33399.49367,19958.66261,15926.74699,31772.61603375,19137.208713541662,17659.95983909722
15.63,66.29,4.915,33624.3038,20728.26748,16320.0,11,1,1,0,0,33429.87342,20494.83283,16279.51807,31770.97046416667,19141.185410625,17663.815260763888
15.91,66.09,4.916,33867.34177,20447.41641,16267.95181,11,1,1,0,0,33624.3038,20728.26748,16320.0,31767.59493673611,19146.35258388889,17667.10843347222
15.87,66.09,4.914,34705.82278,20739.20973,16620.72289,11,1,1,0,0,33867.34177,20447.41641,16267.95181,31763.755274305557,19147.441742916664,17669.076305000002
15.95,66.86,4.914,35058.22785,20877.81155,16840.48193,11,1,1,0,0,34705.82278,20739.20973,16620.72289,31763.586497916665,19149.392097569445,17672.69076284722
15.96,68.32,4.914,34857.72152,21020.06079,16707.46988,11,1,1,0,0,35058.22785,20877.81155,16840.48193,31767.383966250003,19151.494427847225,17676.70682715278
15.85,72.4,4.91,34724.05063,21151.36778,16782.6506,12,1,1,0,0,34857.72152,21020.06079,16707.46988,31766.62447256945,19152.735562569447,17678.955823125
15.6,73.4,4.91,35137.21519,21023.70821,16909.87952,12,1,1,0,0,34724.05063,21151.36778,16782.6506,31764.345991527774,19153.72340451389,17680.240963680557
15.82,72.0,4.911,34869.87342,21330.09119,16886.74699,12,1,1,0,0,35137.21519,21023.70821,16909.87952,31763.924050625,19155.319149236115,17681.767068125002
16.0,71.9,4.909,35070.37975,21304.55927,16979.27711,12,1,1,0,0,34869.87342,21330.09119,16886.74699,31761.012658263888,19158.535967916665,17682.530120347223
16.05,72.1,4.909,35112.91139,21330.09119,17204.81928,12,1,1,0,0,35070.37975,21304.55927,16979.27711,31759.36708868056,19161.018237430555,17682.28915652778
16.09,72.8,4.914,34863.79747,21497.87234,17274.21687,12,1,1,0,0,35112.91139,21330.09119,17204.81928,31757.426160416668,19164.007092569445,17682.329317222222
16.13,72.6,4.91,34675.44304,21479.63526,17123.85542,13,1,1,0,0,34863.79747,21497.87234,17274.21687,31757.34177222222,19166.438703541666,17682.891566249997
16.04,74.8,4.914,35179.74684,21279.02736,17216.38554,13,1,1,0,0,34675.44304,21479.63526,17123.85542,31754.261603472223,19169.756839305555,17683.052208819445
15.62,81.0,4.919,35155.44304,21344.68085,17089.15663,13,1,1,0,0,35179.74684,21279.02736,17216.38554,31754.641350347225,19173.17629222222,17683.21285138889
15.2,82.0,4.921,35003.5443,21304.55927,17106.50602,13,1,1,0,0,35155.44304,21344.68085,17089.15663,31754.683544444444,19176.89969645833,17680.36144576389
15.48,81.1,4.924,34815.18987,20976.29179,17123.85542,13,1,1,0,0,35003.5443,21304.55927,17106.50602,31753.248945277774,19181.78824763889,17676.666666597226
15.81,77.5,4.921,34638.98734,20903.34347,17112.28916,13,1,1,0,0,34815.18987,20976.29179,17123.85542,31751.05485243056,19185.56231041667,17674.056224791668
15.54,80.3,4.918,34353.41772,21107.59878,16875.18072,14,1,1,0,0,34638.98734,20903.34347,17112.28916,31751.47679333333,19188.019250694444,17671.686746875
14.63,82.3,4.928,34231.89873,21191.48936,16782.6506,14,1,1,0,0,34353.41772,21107.59878,16875.18072,31750.12658236111,19192.553191875,17668.112449652777
14.77,81.8,4.924,34080.0,21180.54711,16776.86747,14,1,1,0,0,34231.89873,21191.48936,16782.6506,31746.62447263889,19196.25126680556,17664.417670486113
15.05,77.3,4.923,33830.88608,21147.72036,16724.81928,14,1,1,0,0,34080.0,21180.54711,16776.86747,31741.308016944444,19200.65856159722,17661.686746805557
15.46,74.6,4.92,33636.4557,20968.99696,16823.13253,14,1,1,0,0,33830.88608,21147.72036,16724.81928,31734.30379756945,19204.508612222224,17661.325301041667
15.59,71.5,4.921,33612.1519,20939.81763,16724.81928,14,1,1,0,0,33636.4557,20968.99696,16823.13253,31728.354430486117,19206.18034472222,17662.248995833335
15.31,70.7,4.919,34213.67089,21147.72036,16695.90361,15,1,1,0,0,33612.1519,20939.81763,16724.81928,31724.05063305556,19208.43465069444,17662.971887430554
15.62,68.72,4.919,33952.40506,21111.2462,16638.07229,15,1,1,0,0,34213.67089,21147.72036,16695.90361,31723.92405083333,19212.81661618056,17663.694778958332
15.75,68.36,4.916,33168.60759,20852.27964,16834.6988,15,1,1,0,0,33952.40506,21111.2462,16638.07229,31722.278481180558,19215.577507777776,17663.614457708332
15.81,68.36,4.916,32743.29114,20611.55015,16747.95181,15,1,1,0,0,33168.60759,20852.27964,16834.6988,31717.17299590278,19217.705167361117,17667.148594305556
15.87,67.59,4.917,32652.1519,20381.76292,16562.89157,15,1,1,0,0,32743.29114,20611.55015,16747.95181,31710.59071743056,19218.490375069447,17669.919678680555
15.98,65.35,4.916,32731.13924,20316.10942,16476.14458,15,1,1,0,0,32652.1519,20381.76292,16562.89157,31703.755274375,19218.161094444444,17672.48995986111
15.78,60.11,4.922,32652.1519,20257.75076,16493.49398,16,1,1,0,0,32731.13924,20316.10942,16476.14458,31697.97468368056,19218.465045763893,17673.57429722222
15.62,60.85,4.919,32688.60759,20122.79635,16690.12048,16,1,1,0,0,32652.1519,20257.75076,16493.49398,31692.784810277783,19220.744681041662,17674.45783138889
15.56,62.85,4.919,32579.24051,19798.17629,16817.3494,16,1,1,0,0,32688.60759,20122.79635,16690.12048,31688.22784819444,19222.18845,17678.032128541665
15.54,63.42,4.92,32390.88608,19706.99088,16759.51807,16,1,1,0,0,32579.24051,19798.17629,16817.3494,31683.96624486112,19222.31509638889,17683.37349402778
15.73,65.15,4.918,32311.89873,19593.92097,16800.0,16,1,1,0,0,32390.88608,19706.99088,16759.51807,31678.27004236111,19224.620060902776,17687.911646597222
15.73,65.09,4.917,32354.43038,19630.39514,16967.71084,16,1,1,0,0,32311.89873,19593.92097,16800.0,31673.248945277774,19226.697061875,17692.08835340278
15.55,63.08,4.921,32433.41772,19564.74164,17146.98795,17,1,1,0,0,32354.43038,19630.39514,16967.71084,31667.510548680555,19227.35562319445,17696.465863402776
15.5,62.22,4.916,32931.64557,19732.5228,17447.71084,17,1,1,0,0,32433.41772,19564.74164,17146.98795,31663.62869215277,19226.874366875,17701.044176666666
15.35,61.18,4.916,33672.91139,20286.93009,18083.85542,17,1,1,0,0,32931.64557,19732.5228,17447.71084,31660.25316472222,19224.74670729167,17704.457831249998
15.42,57.38,4.919,34973.16456,20979.93921,19095.90361,17,1,1,0,0,33672.91139,20286.93009,18083.85542,31659.409282847224,19224.79736583333,17707.63052201389
15.6,57.44,4.916,36279.49367,21589.05775,20871.3253,17,1,1,0,0,34973.16456,20979.93921,19095.90361,31661.350211111112,19228.216818750003,17709.95983923611
15.47,58.51,4.919,38485.06329,23044.3769,23092.04819,17,1,1,0,0,36279.49367,21589.05775,20871.3253,31665.27426173611,19230.26849048611,17710.562248888888
15.19,59.85,4.92,41097.72152,24652.88754,24260.24096,18,1,1,0,1,38485.06329,23044.3769,23092.04819,31667.215190000003,19230.749746805555,17712.36947777778
15.11,60.78,4.915,42610.63291,25502.73556,24948.43373,18,1,1,0,1,41097.72152,24652.88754,24260.24096,31670.084388333333,19230.597771111108,17714.337349236113
15.14,60.68,4.919,43291.13924,25491.79331,25706.0241,18,1,1,0,1,42610.63291,25502.73556,24948.43373,31669.07173006944,19230.116514791665,17715.10040138889
15.09,61.05,4.916,43357.97468,25513.67781,25711.80723,18,1,1,0,1,43291.13924,25491.79331,25706.0241,31667.721519097227,19227.35562319444,17718.31325284722
15.08,61.35,4.92,43534.17722,25539.20973,25723.37349,18,1,1,0,1,43357.97468,25513.67781,25711.80723,31665.52742625,19224.696048750004,17721.285140416665
15.04,61.68,4.919,43254.68354,25575.68389,25659.75904,18,1,1,0,1,43534.17722,25539.20973,25723.37349,31664.34599166667,19222.922999097224,17724.176706666665
14.89,61.92,4.917,43285.06329,25517.32523,25717.59036,19,1,1,0,1,43254.68354,25575.68389,25659.75904,31663.037974791667,19221.099290902777,17726.30522076389
14.83,61.42,4.923,42993.41772,25630.39514,25873.73494,19,1,1,0,1,43285.06329,25517.32523,25717.59036,31663.3755275,19221.327254444444,17727.06827298611
14.74,61.18,4.918,42963.03797,25407.90274,25856.38554,19,1,1,0,1,42993.41772,25630.39514,25873.73494,31661.814346041665,19221.17527875,17728.755019999997
14.66,60.31,4.918,42786.83544,25400.6079,25636.62651,19,1,1,0,1,42963.03797,25407.90274,25856.38554,31658.86075951389,19219.70618048611,17729.678714791666
14.65,58.98,4.921,42458.73418,25305.77508,25648.19277,19,1,1,0,1,42786.83544,25400.6079,25636.62651,31656.79324895833,19217.958460069447,17730.40160638889
